#{"t_start": 1702543938.3092763, "env_id": null}
r,l,t
415.92,99,7689.390252
430.65,115,7690.340925
381.86,119,7696.119363
398.64,100,7696.957264
453.99,100,7697.825499
427.86,114,7698.799278
381.69,102,7699.658239
427.56,119,7700.666589
388.11,110,7701.643778
410.48,95,7702.461578
406.87,96,7703.292297
326.72,102,7704.176619
440.91,128,7705.253538
444.49,109,7706.171507
402.67,101,7707.034097
421.61,107,7707.94667
410.73,99,7708.805283
393.29,124,7709.921073
376.29,127,7710.967208
358.18,139,7712.100495
407.74,129,7713.238628
416.01,114,7719.005466
343.85,152,7720.231673
370.13,91,7721.008467
368.96,106,7721.914397
362.07,112,7722.871514
374.56,105,7723.776062
468.58,130,7724.856102
412.91,109,7725.784936
399.67,122,7726.809007
432.11,111,7727.752623
398.08,133,7728.856906
357.26,88,7729.626451
423.71,93,7730.40944
351.63,140,7731.633562
427.51,97,7732.469634
368.2,112,7733.390075
376.4,94,7734.204447
366.51,129,7735.24719
355.07,107,7741.012313
384.65,107,7741.92742
285.69,173,7743.321714
441.38,88,7744.101746
350.83,123,7745.137682
404.87,76,7745.815015
357.02,124,7746.841477
377.55,134,7747.94664
387.96,119,7748.946468
434.27,99,7749.801651
409.77,121,7750.902185
424.38,93,7751.717892
363.52,137,7752.826671
383.66,149,7754.055982
413.1,102,7754.924339
390.93,98,7755.750355
450.05,97,7756.586843
411.64,110,7757.596147
392.23,135,7763.462737
436.92,103,7764.315936
403.05,84,7765.057609
412.38,98,7765.902278
450.41,110,7766.908605
383.03,111,7767.848589
319.97,132,7768.922834
401.4,123,7769.947179
417.34,154,7771.174844
349.03,123,7772.210723
373.04,129,7773.264995
427.57,110,7774.204115
363.3,102,7775.083387
450.46,99,7775.910197
431.24,101,7776.761025
414.08,120,7777.756894
361.07,121,7778.780866
407.91,108,7779.70782
317.48,137,7785.545541
408.33,108,7786.426436
420.02,95,7787.243137
389.68,98,7788.15843
382.89,120,7789.256386
345.59,144,7790.412339
416.34,103,7791.276687
327.12,120,7792.2877
368.43,92,7793.067309
389.19,132,7794.151032
430.95,133,7795.256044
418.98,107,7796.134907
435.63,109,7797.063071
407.26,97,7797.893961
426.9,93,7798.677808
402.98,105,7799.562008
391.88,129,7800.638462
402.87,100,7801.487088
337.94,107,7807.147727
377.14,113,7808.080898
385.24,113,7809.031156
429.39,96,7809.859434
316.82,182,7811.32726
374.98,114,7812.299074
408.15,117,7813.26228
396.67,103,7814.153708
393.8,86,7814.890365
444.04,99,7815.744352
397.63,149,7816.932688
426.15,113,7817.893914
387.56,109,7818.805323
371.61,100,7819.644194
376.92,83,7820.375372
400.44,108,7821.274326
443.84,100,7822.191422
393.57,91,7822.988957
383.85,142,7828.935647
362.97,89,7829.711473
432.9,88,7830.478482
377.38,111,7831.434109
404.07,103,7832.310379
345.85,97,7833.110946
413.1,82,7833.8343
417.74,88,7834.585968
418.72,103,7835.476943
349.67,151,7836.694192
383.01,133,7837.796304
412.4,108,7838.72612
435.15,106,7839.627275
365.75,108,7840.558234
367.02,143,7841.713137
354.73,119,7842.718386
391.17,116,7843.701643
368.94,94,7844.503214
389.59,85,7845.24203
340.59,122,7851.06201
409.17,99,7851.900146
365.01,92,7852.702857
366.75,86,7853.457543
396.6,97,7854.284374
254.12,193,7855.833112
427.81,116,7856.783814
397.29,91,7857.560978
396.95,142,7858.732623
301.47,92,7859.615727
313.51,114,7860.534115
435.57,120,7861.532176
400.72,138,7862.660121
374.69,119,7863.671473
382.88,96,7864.479858
407.97,104,7865.363179
408.26,88,7866.140591
424.17,86,7866.873111
415.78,110,7867.809375
454.27,127,7873.665985
356.98,98,7874.515957
368.2,86,7875.264103
414.66,118,7876.267442
374.94,99,7877.096591
405.1,85,7877.831918
406.04,93,7878.644145
387.18,94,7879.444928
405.79,126,7880.499687
400.97,86,7881.260685
364.76,89,7882.003255
355.96,99,7882.861908
375.42,93,7883.655248
370.64,82,7884.385659
360.09,142,7885.540988
353.34,130,7886.590462
428.58,82,7887.320702
409.48,71,7887.97046
386.32,120,7888.966911
362.85,106,7889.867107
417.7,85,7895.484535
359.31,90,7896.273399
475.65,80,7896.989488
250.47,215,7898.627649
440.15,104,7899.515927
400.64,85,7900.250022
377.22,101,7901.128889
407.66,88,7901.879762
380.47,113,7902.821364
367.2,96,7903.656954
390.1,110,7904.581391
426.64,78,7905.293115
420.37,91,7906.07279
407.71,85,7906.823671
394.2,83,7907.555927
438.81,90,7908.339782
377.17,104,7909.235325
443.08,130,7910.310365
355.02,87,7911.052126
450.72,108,7911.960099
407.98,111,7917.652713
397.75,103,7918.547058
326.98,123,7919.562116
413.82,94,7920.380744
476.99,89,7921.149117
369.4,110,7922.09037
417.06,109,7923.030057
362.33,183,7924.486321
335.21,125,7925.516552
417.73,96,7926.394791
438.38,95,7927.219021
415.66,120,7928.224572
374.22,91,7929.020206
428.64,107,7929.909196
334.6,104,7930.802018
339.43,141,7931.966152
394.02,101,7932.845961
388.3,101,7933.699864
394.68,103,7934.587048
443.35,109,7940.24249
409.27,114,7941.204411
327.1,187,7942.676022
431.35,79,7943.380995
380.49,103,7944.245242
403.72,116,7945.223058
460.44,103,7946.099315
417.31,103,7946.9676
408.72,109,7947.882482
398.23,117,7948.852382
471.16,115,7949.819069
409.08,110,7950.749401
442.11,100,7951.607086
419.69,83,7952.339977
430.31,101,7953.18372
396.11,96,7954.010427
420.42,118,7954.998035
422.84,136,7956.088107
403.6,138,7962.00041
412.89,68,7962.615198
399.13,84,7963.42801
362.71,71,7964.06273
375.28,129,7965.133958
404.86,115,7966.104538
377.51,88,7966.859757
441.9,85,7967.608774
415.47,89,7968.383187
348.04,113,7969.335014
398.86,87,7970.095081
404.12,109,7971.01499
313.76,110,7971.941688
366.06,99,7972.780376
436.92,87,7973.525122
411.94,127,7974.557023
361.05,95,7975.373871
459.05,95,7976.18133
411.97,107,7977.058103
417.8,119,7978.047037
406.69,123,7983.887009
437.14,106,7984.789065
396.37,102,7985.640686
414.89,99,7986.499103
412.11,94,7987.317078
449.58,109,7988.31374
369.61,75,7988.988287
429.48,104,7989.85212
444.14,125,7990.890643
376.09,124,7991.996103
415.8,120,7992.984009
375.65,83,7993.710992
418.49,113,7994.753351
437.4,101,7995.618303
403.84,96,7996.5068
446.71,114,7997.471407
380.37,101,7998.336685
406.33,82,7999.055459
388.12,133,8000.143735
430.82,78,8000.918382
429.44,101,8006.541342
427.95,102,8007.418934
357.23,99,8008.256567
428.47,88,8009.027147
365.41,109,8010.030193
405.63,98,8010.873423
450.43,90,8011.6555
310.25,95,8012.474325
352.33,109,8013.388144
363.03,107,8014.290022
448.29,113,8015.212486
425.66,95,8016.016323
439.21,107,8016.937071
384.24,83,8017.653928
428.42,99,8018.572108
435.73,108,8019.489467
424.33,83,8020.219131
386.47,108,8021.09792
393.65,93,8021.906618
463.52,132,8022.994154
400.9,106,8028.654076
370.0,100,8029.489709
434.33,107,8030.460417
445.07,99,8031.307938
372.64,108,8032.285982
411.08,119,8033.27051
417.78,124,8034.298601
435.28,96,8035.134931
417.5,134,8036.308304
433.81,128,8037.35076
417.61,128,8038.4217
439.95,103,8039.310273
403.92,112,8040.31057
405.79,97,8041.133399
445.23,101,8041.979874
417.65,120,8042.977801
433.87,115,8043.949007
429.85,95,8044.817321
392.27,111,8045.750973
385.02,109,8051.494206
364.79,84,8052.236755
391.05,94,8053.04625
445.61,83,8053.860379
408.81,113,8054.812887
363.26,108,8055.723576
338.64,111,8056.633855
399.36,97,8057.47559
428.86,102,8058.327115
432.52,83,8059.061489
406.08,138,8060.197159
442.48,122,8061.272403
329.64,125,8062.321455
431.81,119,8063.3299
450.57,103,8064.217346
462.48,124,8065.256027
413.25,126,8066.291421
392.05,102,8067.149994
414.31,101,8068.023474
399.96,165,8074.180933
387.35,110,8075.093714
452.35,102,8075.9783
413.8,105,8076.863445
431.6,116,8077.803339
440.93,103,8078.688489
398.34,105,8079.672274
409.89,114,8080.618273
428.22,92,8081.41172
390.25,120,8082.420799
382.25,120,8083.416656
413.75,103,8084.269534
445.08,86,8085.018225
425.66,99,8085.854421
378.75,111,8086.796987
411.17,114,8087.751297
424.84,121,8088.847342
366.01,156,8090.116812
422.25,90,8095.736239
455.73,80,8096.442661
392.56,80,8097.147506
427.13,98,8097.982259
471.23,94,8098.850214
415.74,108,8099.750154
478.39,85,8100.483692
369.73,108,8101.400715
410.83,103,8102.341715
419.43,87,8103.099849
357.22,127,8104.118593
407.86,108,8105.030143
434.82,106,8105.93471
486.37,95,8106.733105
432.55,88,8107.487
388.46,99,8108.342923
448.77,86,8109.096822
442.43,114,8110.036021
359.35,109,8111.037387
424.78,88,8111.808712
401.5,115,8112.774797
417.91,114,8118.512918
426.68,71,8119.143065
437.09,108,8120.143253
448.58,104,8121.032485
421.61,108,8121.949401
454.76,93,8122.744608
424.34,97,8123.650885
434.63,112,8124.587292
438.09,107,8125.487095
439.34,104,8126.348801
502.37,101,8127.221238
479.1,113,8128.255709
385.1,106,8129.159205
512.86,69,8129.869
460.14,105,8130.745456
387.46,98,8131.586188
414.78,114,8132.603751
452.75,87,8133.35803
408.65,96,8134.17361
435.49,111,8135.091372
435.48,88,8140.645313
433.68,94,8141.511971
370.7,147,8142.719915
408.86,125,8143.736552
325.71,99,8144.562991
415.4,104,8145.455574
478.82,127,8146.507847
439.8,86,8147.238545
434.04,98,8148.074743
406.03,91,8148.870692
432.53,123,8149.968041
460.85,95,8150.782171
422.11,119,8151.777177
376.4,196,8153.333337
425.25,105,8154.24336
415.01,102,8155.121903
364.95,133,8156.202655
385.66,110,8157.124262
402.13,147,8163.080878
443.61,105,8163.949118
476.67,83,8164.684883
445.78,121,8165.685043
399.36,91,8166.544186
415.88,103,8167.433639
403.87,102,8168.298613
487.88,110,8169.233764
419.06,100,8170.073231
430.16,96,8170.896278
386.13,97,8171.802941
443.22,109,8172.722297
374.39,117,8173.683059
431.14,88,8174.437847
421.15,101,8175.304159
324.69,142,8176.511835
425.78,95,8177.324108
404.87,99,8178.168186
458.68,88,8178.934638
441.86,74,8179.577918
428.02,110,8185.283782
454.63,103,8186.164102
463.93,98,8186.986952
467.65,144,8188.171346
406.0,115,8189.207787
446.64,76,8189.892292
419.65,96,8190.718738
444.81,110,8191.650904
471.67,119,8192.646235
400.97,134,8193.806007
485.07,114,8194.773181
460.76,99,8195.601508
476.48,109,8196.51446
359.8,122,8197.519374
457.14,103,8198.558753
408.32,85,8199.294653
473.66,105,8200.177725
463.35,94,8200.995433
412.28,91,8201.770067
413.99,87,8207.383567
436.56,102,8208.237969
460.06,130,8209.303918
424.87,85,8210.029785
444.2,80,8210.739844
401.4,65,8211.425723
425.96,113,8212.359013
410.31,130,8213.433064
438.83,92,8214.231211
485.41,100,8215.093515
480.05,112,8216.054221
448.08,97,8216.873883
447.53,118,8217.855517
386.74,109,8218.764268
395.38,109,8219.687948
419.46,107,8220.656011
393.19,111,8221.583848
407.91,81,8222.302082
435.05,103,8223.170241
380.28,136,8224.296737
401.36,123,8230.102691
434.52,91,8230.88157
452.57,102,8231.752837
381.84,93,8232.557888
440.52,116,8233.601566
439.19,109,8234.518828
437.62,93,8235.324555
492.89,110,8236.245094
435.08,103,8237.108011
390.1,135,8238.221965
391.9,128,8239.287738
370.25,183,8240.727008
443.84,103,8241.619187
416.43,111,8242.567441
400.37,88,8243.330505
455.6,100,8244.194983
438.96,113,8245.150355
422.8,93,8245.932629
398.27,111,8251.642632
418.35,122,8252.659278
440.0,132,8253.7596
379.99,118,8254.757058
410.24,113,8255.687621
394.72,105,8256.579806
411.9,110,8257.493743
389.93,125,8258.523395
469.77,112,8259.459837
466.63,106,8260.355987
430.12,120,8261.369179
484.01,85,8262.124429
464.76,109,8263.055669
455.81,82,8263.784685
415.86,107,8264.686708
391.97,142,8265.846611
428.29,126,8266.976721
401.4,131,8268.07656
461.37,146,8274.068065
403.82,106,8274.965786
409.88,107,8275.842772
447.6,121,8276.865902
486.2,87,8277.62007
501.47,99,8278.4542
440.42,138,8279.59504
455.96,87,8280.345073
457.19,69,8281.035125
348.97,88,8281.806902
442.58,100,8282.643386
438.82,97,8283.465606
461.5,92,8284.265936
441.55,105,8285.17361
448.33,114,8286.122569
432.15,89,8286.884758
494.26,114,8287.837518
422.97,117,8288.827256
435.13,98,8289.718936
442.92,117,8290.699608
411.29,117,8296.543162
438.26,111,8297.454137
436.49,91,8298.2414
409.26,99,8299.143924
464.42,85,8299.888916
479.72,110,8300.826233
441.85,133,8301.898658
416.11,122,8302.992872
440.27,102,8303.914583
512.81,121,8304.917975
456.94,107,8305.812792
444.24,87,8306.563546
458.7,107,8307.554198
390.36,100,8308.410071
470.26,128,8309.461751
436.87,108,8310.380993
427.35,102,8311.24242
491.8,92,8312.047514
456.12,104,8312.931374
416.91,133,8318.857056
431.46,104,8319.734894
439.6,117,8320.787866
435.41,91,8321.589711
470.4,100,8322.447368
433.14,125,8323.494089
478.18,105,8324.390163
415.46,92,8325.244944
487.57,101,8326.109376
433.82,116,8327.047799
493.68,126,8328.10192
440.1,121,8329.179083
417.37,139,8330.290867
438.95,96,8331.111155
357.05,179,8332.523618
469.17,113,8333.477677
407.69,127,8334.525294
462.94,102,8335.377141
453.71,97,8341.080186
418.76,104,8341.952558
428.07,135,8343.074659
448.52,111,8344.022716
509.78,114,8344.967322
475.12,90,8345.757663
402.74,135,8346.942888
484.48,123,8347.977893
459.26,98,8348.828648
464.65,115,8349.801995
438.61,130,8350.959088
452.2,92,8351.755352
478.17,89,8352.535568
430.14,100,8353.391169
429.27,123,8354.403846
441.66,110,8355.417233
471.23,129,8356.493953
436.53,88,8357.250437
454.6,103,8358.119354
453.27,121,8363.869373
526.41,112,8364.861261
447.38,107,8365.769482
468.66,134,8366.855111
426.95,93,8367.648338
505.82,96,8368.530933
487.53,97,8369.362664
462.04,97,8370.198478
481.99,101,8371.048926
486.6,111,8372.052223
417.0,121,8373.126603
497.67,128,8374.191705
429.93,104,8375.074889
445.32,121,8376.092539
426.02,89,8376.949888
436.98,118,8377.93046
410.2,108,8378.85209
434.41,109,8379.764174
430.6,110,8385.436986
466.58,109,8386.352148
406.14,134,8387.449581
470.89,90,8388.237665
474.82,91,8389.009715
442.29,129,8390.087254
409.01,95,8390.880944
456.38,101,8391.753108
487.57,97,8392.597711
457.21,108,8393.511546
442.73,113,8394.547434
484.8,88,8395.314836
435.0,156,8396.58406
400.52,88,8397.35776
469.63,93,8398.146367
480.29,106,8399.061711
472.32,100,8399.887172
415.62,81,8400.607081
487.24,99,8401.454111
456.28,113,8402.392962
507.79,99,8408.211867
486.42,100,8409.034257
428.95,100,8409.901003
445.49,141,8411.063365
439.91,104,8411.950635
464.49,83,8412.72795
503.45,100,8413.580839
425.33,126,8414.610127
478.26,99,8415.457867
366.47,108,8416.37282
450.2,83,8417.163077
447.33,134,8418.264258
420.07,112,8419.213399
372.3,131,8420.295078
486.83,96,8421.119774
386.34,137,8422.262742
416.32,123,8423.27313
481.76,96,8424.10457
431.74,115,8429.833651
393.14,116,8430.814313
452.52,99,8431.635709
476.51,137,8432.762481
447.2,93,8433.564462
475.04,95,8434.375951
516.56,104,8435.258446
462.14,80,8435.965653
448.79,110,8436.879642
423.73,131,8437.939579
500.93,102,8438.814686
473.6,88,8439.634714
433.66,74,8440.304538
482.27,90,8441.072717
444.88,84,8441.813696
418.33,100,8442.74528
491.29,122,8443.741284
440.71,99,8444.580832
508.13,89,8445.362831
447.76,80,8446.06638
418.52,101,8447.018345
463.55,131,8452.93514
403.03,99,8453.782073
466.69,122,8454.77734
498.34,87,8455.536319
392.71,134,8456.713417
445.53,101,8457.55499
467.47,120,8458.533527
408.9,70,8459.175924
478.77,87,8459.918661
389.39,95,8460.744986
467.72,87,8461.512802
438.64,105,8462.397415
424.15,148,8463.592669
426.74,116,8464.580628
486.85,114,8465.49224
400.5,95,8466.314155
481.86,101,8467.176859
449.91,91,8467.951149
450.41,84,8468.678496
395.89,123,8474.464723
413.39,133,8475.645528
481.02,87,8476.399686
491.83,100,8477.253755
385.06,100,8478.122143
418.01,104,8479.013162
385.35,107,8479.924716
462.25,89,8480.693501
495.96,83,8481.423094
415.48,102,8482.301481
458.67,92,8483.11357
408.44,115,8484.066995
472.24,78,8484.765815
520.32,81,8485.46839
406.6,110,8486.401968
476.11,116,8487.353098
494.88,99,8488.191688
480.14,110,8489.126902
512.38,86,8489.879411
486.07,123,8490.884975
487.2,83,8491.589621
434.29,85,8497.135084
429.83,92,8497.934868
475.18,91,8498.706185
441.57,101,8499.575933
467.98,84,8500.325624
425.83,119,8501.296246
454.68,97,8502.139458
482.32,94,8502.955956
468.79,131,8504.048014
408.95,106,8505.004581
445.15,88,8505.754204
446.47,125,8506.783992
520.07,96,8507.608502
443.56,105,8508.502096
426.32,175,8509.90627
444.02,93,8510.714757
460.62,74,8511.359329
455.69,93,8512.170878
457.73,86,8512.917965
454.54,70,8513.558407
411.1,83,8519.109691
415.36,132,8520.185573
477.64,82,8520.895108
439.39,90,8521.672761
437.33,97,8522.507089
481.0,124,8523.541296
430.62,84,8524.284449
471.94,82,8524.990581
490.71,88,8525.744425
446.16,97,8526.591908
462.55,116,8527.563818
490.74,110,8528.474915
503.55,101,8529.335663
419.16,90,8530.125268
403.09,93,8530.925517
405.88,81,8531.642204
440.65,89,8532.405184
453.83,106,8533.320014
430.93,92,8534.113334
496.4,118,8535.185257
478.3,104,8536.071043
464.1,129,8541.931318
496.19,103,8542.796609
480.06,102,8543.755027
459.81,87,8544.499617
506.56,83,8545.216115
426.49,98,8546.064348
476.89,106,8546.970037
514.02,92,8547.73457
496.3,106,8548.71684
488.99,82,8549.418952
452.75,83,8550.159853
455.74,125,8551.207987
429.35,142,8552.441107
357.59,136,8553.542993
402.06,99,8554.39056
395.49,114,8555.335019
449.7,97,8556.168792
449.8,111,8557.094382
484.81,102,8557.96158
436.27,105,8558.857056
487.76,101,8564.470857
474.88,160,8565.751147
434.49,138,8566.858407
468.1,86,8567.607846
